state_code,house_unitPrice,lease_unitPrice,center,center_lat,center_lon,cit,dist,vil,km_x,km_y
554327015,555000.0,1272.0,"(25.066923508238826, 121.60492725872331)",25.066923508238826,121.60492725872331,台北市,內湖區,南湖里,2771.75,13507.75
554327016,533000.0,1165.5,"(25.066923508238826, 121.60942856083723)",25.066923508238826,121.60942856083723,台北市,內湖區,南湖里,2771.75,13508.25
554327017,517000.0,1125.0,"(25.066923508238826, 121.61392986295117)",25.066923508238826,121.61392986295117,台北市,內湖區,五分里,2771.75,13508.75
554427001,533000.0,1232.5,"(25.071445366903614, 121.50693637624495)",25.071445366903614,121.50693637624495,台北市,大同區,鄰江里,2772.25,13500.75
554427002,526000.0,1250.0,"(25.071445366903614, 121.5114363831474)",25.071445366903614,121.5114363831474,台北市,大同區,鄰江里,2772.25,13501.25
554427003,524000.0,1538.0,"(25.071445366903614, 121.51593639004983)",25.071445366903614,121.51593639004983,台北市,大同區,至聖里,2772.25,13501.75
554427004,550000.0,1083.0,"(25.071445366903614, 121.52043639695228)",25.071445366903614,121.52043639695228,台北市,中山區,圓山里,2772.25,13502.25
554427005,442000.0,,"(25.071445366903614, 121.52493640385471)",25.071445366903614,121.52493640385471,台北市,中山區,圓山里,2772.25,13502.75
554427006,568500.0,1083.0,"(25.071445366903614, 121.52943641075716)",25.071445366903614,121.52943641075716,台北市,中山區,新庄里,2772.25,13503.25
554427007,977000.0,,"(25.071445366903614, 121.5339364176596)",25.071445366903614,121.5339364176596,台北市,中山區,大佳里,2772.25,13503.75
554427014,393000.0,,"(25.071445366903614, 121.56543646597667)",25.071445366903614,121.56543646597667,台北市,松山區,莊敬里,2772.25,13507.25
554427015,597000.0,1681.0,"(25.071445366903614, 121.56993647287912)",25.071445366903614,121.56993647287912,台北市,松山區,莊敬里,2772.25,13507.75
554427016,524000.0,1788.0,"(25.071445366903614, 121.57443647978157)",25.071445366903614,121.57443647978157,台北市,內湖區,湖元里,2772.25,13508.25
554427017,591500.0,,"(25.071445366903614, 121.578936486684)",25.071445366903614,121.578936486684,台北市,內湖區,湖元里,2772.25,13508.75
554427018,552000.0,1142.0,"(25.071445366903614, 121.58343649358645)",25.071445366903614,121.58343649358645,台北市,內湖區,湖興里,2772.25,13509.25
554427019,581000.0,,"(25.071445366903614, 121.58793650048888)",25.071445366903614,121.58793650048888,台北市,內湖區,湖興里,2772.25,13509.75
554427020,541000.0,,"(25.071445366903614, 121.59243650739133)",25.071445366903614,121.59243650739133,台北市,內湖區,寶湖里,2772.25,13510.25
554427021,405000.0,,"(25.071445366903614, 121.59693651429376)",25.071445366903614,121.59693651429376,台北市,內湖區,金湖里,2772.25,13510.75
554427022,540500.0,,"(25.071445366903614, 121.6014365211962)",25.071445366903614,121.6014365211962,台北市,內湖區,金湖里,2772.25,13511.25
554427023,463500.0,,"(25.071445366903614, 121.60593652809864)",25.071445366903614,121.60593652809864,台北市,內湖區,葫洲里,2772.25,13511.75
554427024,509000.0,,"(25.071445366903614, 121.61043653500109)",25.071445366903614,121.61043653500109,台北市,內湖區,明湖里,2772.25,13512.25
554427025,474500.0,,"(25.071445366903614, 121.61493654190353)",25.071445366903614,121.61493654190353,台北市,內湖區,安湖里,2772.25,13512.75
554427026,528000.0,,"(25.071445366903614, 121.61943654880596)",25.071445366903614,121.61943654880596,台北市,內湖區,樂康里,2772.25,13513.25
554527008,480000.0,,"(25.075967225568398, 121.50595856922395)",25.075967225568398,121.50595856922395,台北市,士林區,富光里,2772.75,13504.25
554527009,581000.0,,"(25.075967225568398, 121.51045737362142)",25.075967225568398,121.51045737362142,台北市,大同區,老師里,2772.75,13504.75
554527010,432000.0,1375.0,"(25.075967225568398, 121.5149561780189)",25.075967225568398,121.5149561780189,台北市,大同區,重慶里,2772.75,13505.25
554527011,404000.0,,"(25.075967225568398, 121.51945498241638)",25.075967225568398,121.51945498241638,台北市,大同區,重慶里,2772.75,13505.75
554527014,533000.0,,"(25.075967225568398, 121.5329513956088)",25.075967225568398,121.5329513956088,台北市,中山區,劍潭里,2772.75,13507.25
554527018,341000.0,,"(25.075967225568398, 121.5509466131987)",25.075967225568398,121.5509466131987,台北市,中山區,成功里,2772.75,13509.25
554527019,700000.0,1666.0,"(25.075967225568398, 121.55544541759618)",25.075967225568398,121.55544541759618,台北市,中山區,金泰里,2772.75,13509.75
554527020,803000.0,,"(25.075967225568398, 121.55994422199366)",25.075967225568398,121.55994422199366,台北市,中山區,金泰里,2772.75,13510.25
554527021,743500.0,,"(25.075967225568398, 121.56444302639113)",25.075967225568398,121.56444302639113,台北市,中山區,金泰里,2772.75,13510.75
554527022,515000.0,,"(25.075967225568398, 121.5689418307886)",25.075967225568398,121.5689418307886,台北市,內湖區,港墘里,2772.75,13511.25
554527023,463000.0,1210.0,"(25.075967225568398, 121.57344063518609)",25.075967225568398,121.57344063518609,台北市,內湖區,港墘里,2772.75,13511.75
554527024,485000.0,1519.0,"(25.075967225568398, 121.57793943958356)",25.075967225568398,121.57793943958356,台北市,內湖區,港墘里,2772.75,13512.25
554527025,510000.0,1400.0,"(25.075967225568398, 121.58243824398103)",25.075967225568398,121.58243824398103,台北市,內湖區,瑞陽里,2772.75,13512.75
554527026,554000.0,1600.0,"(25.075967225568398, 121.58693704837852)",25.075967225568398,121.58693704837852,台北市,內湖區,紫陽里,2772.75,13513.25
554527027,572000.0,,"(25.075967225568398, 121.59143585277599)",25.075967225568398,121.59143585277599,台北市,內湖區,紫陽里,2772.75,13513.75
554527028,512000.0,,"(25.075967225568398, 121.59593465717346)",25.075967225568398,121.59593465717346,台北市,內湖區,紫雲里,2772.75,13514.25
554527029,467500.0,,"(25.075967225568398, 121.60043346157094)",25.075967225568398,121.60043346157094,台北市,內湖區,紫雲里,2772.75,13514.75
554527030,504000.0,,"(25.075967225568398, 121.60493226596842)",25.075967225568398,121.60493226596842,台北市,內湖區,金湖里,2772.75,13515.25
554527031,300500.0,,"(25.075967225568398, 121.60943107036589)",25.075967225568398,121.60943107036589,台北市,內湖區,金湖里,2772.75,13515.75
554527032,418000.0,,"(25.075967225568398, 121.61392987476337)",25.075967225568398,121.61392987476337,台北市,內湖區,康寧里,2772.75,13516.25
554527033,322500.0,,"(25.075967225568398, 121.61842867916084)",25.075967225568398,121.61842867916084,台北市,內湖區,安泰里,2772.75,13516.75
554527034,395500.0,,"(25.075967225568398, 121.62292748355831)",25.075967225568398,121.62292748355831,台北市,內湖區,內溝里,2772.75,13517.25
554627015,400000.0,,"(25.080489084233182, 121.50746510482449)",25.080489084233182,121.50746510482449,台北市,士林區,富光里,2773.25,13507.75
554627016,439000.0,800.0,"(25.080489084233182, 121.51196279930006)",25.080489084233182,121.51196279930006,台北市,士林區,福順里,2773.25,13508.25
554627017,380000.0,886.0,"(25.080489084233182, 121.51646049377564)",25.080489084233182,121.51646049377564,台北市,士林區,福華里,2773.25,13508.75
554627018,480000.0,1050.0,"(25.080489084233182, 121.5209581882512)",25.080489084233182,121.5209581882512,台北市,士林區,明勝里,2773.25,13509.25
554627019,438000.0,,"(25.080489084233182, 121.52545588272677)",25.080489084233182,121.52545588272677,台北市,中山區,劍潭里,2773.25,13509.75
554627020,583000.0,1072.0,"(25.080489084233182, 121.52995357720235)",25.080489084233182,121.52995357720235,台北市,中山區,劍潭里,2773.25,13510.25
554627021,492500.0,1428.0,"(25.080489084233182, 121.53445127167792)",25.080489084233182,121.53445127167792,台北市,中山區,劍潭里,2773.25,13510.75
554627022,796000.0,,"(25.080489084233182, 121.5389489661535)",25.080489084233182,121.5389489661535,台北市,中山區,劍潭里,2773.25,13511.25
554627023,533500.0,,"(25.080489084233182, 121.54344666062907)",25.080489084233182,121.54344666062907,台北市,中山區,劍潭里,2773.25,13511.75
554627024,688500.0,,"(25.080489084233182, 121.54794435510463)",25.080489084233182,121.54794435510463,台北市,中山區,大直里,2773.25,13512.25
554627025,604000.0,1272.0,"(25.080489084233182, 121.55244204958021)",25.080489084233182,121.55244204958021,台北市,中山區,成功里,2773.25,13512.75
554627026,763000.0,,"(25.080489084233182, 121.55693974405578)",25.080489084233182,121.55693974405578,台北市,中山區,金泰里,2773.25,13513.25
554627027,586000.0,1300.0,"(25.080489084233182, 121.56143743853136)",25.080489084233182,121.56143743853136,台北市,中山區,金泰里,2773.25,13513.75
